procedures,provstem,gp_prov_address_suburb,gp_prov_address_state,gp_prov_address_postcode,lon,lat
5,459664,FRANKSTON,VIC,3199,145.136,-38.16258
16,459664,HEIDELBERG,VIC,3084,145.0827,-37.74441
1,459664,SALE,VIC,3850,147.1062,-38.22419
4,459664,WODONGA,VIC,3690,146.8644,-36.13572
1,459692,GISBORNE,VIC,3437,144.513,-37.50162
3,459718,BOX HILL,VIC,3128,145.1224,-37.82887
38,459739,ELIZABETH VALE,SA,5112,138.6666,-34.72623
3,459770,HERSTON,QLD,4006,153.1752,-27.36618
1,459778,BUNDOORA,VIC,3083,145.0562,-37.70135
38,459778,MERCY HOSPITAL FOR WOMEN,VIC,3084,145.0827,-37.74441
52,459798,REDCLIFFE,QLD,4020,153.1064,-27.21436
25,459798,ROCKHAMPTON HOSPITAL,QLD,4700,150.9581,-23.18017
4,459889,MERCY HOSPITAL FOR WOMEN,VIC,3084,145.0827,-37.74441
61,459983,PARKVILLE,VIC,3052,144.9489,-37.789
11,459983,ROYAL DARWIN HOSPITAL,NT,0810,130.877,-12.37845
1,459984,MEDICAL WORKFORCE,QLD,4169,153.041,-27.48418
12,459984,PARKVILLE,VIC,3052,144.9489,-37.789
5,459984,WARRNAMBOOL,VIC,3280,142.4829,-38.37884
7,460004,BALLARAT,VIC,3353,NULL,NULL
14,460004,WENDOUREE,VIC,3355,143.8256,-37.53028
11,460008,HEIDELBERG,VIC,3084,145.0827,-37.74441
6,460008,WODONGA,VIC,3690,146.8644,-36.13572
3,460094,BANKSTOWN,NSW,2200,151.0149,-33.92656
39,460094,HEIDELBERG,VIC,3084,145.0827,-37.74441
3,460094,LIVERPOOL,NSW,2170,150.9214,-33.92839
1,460121,DANDENONG,VIC,3175,145.2085,-38.01611
76,460121,L 4 WOMENS HEALTH SERVIC,VIC,3280,142.4829,-38.37884
1,460133,DANDENONG,VIC,3175,145.2085,-38.01611
1,460154,CLAYTON,VIC,3168,145.1266,-37.91342
40,460288,ADELAIDE,SA,5000,138.6086,-34.93746
39,460288,ELIZABETH VALE,SA,5112,138.6666,-34.72623
5,460288,MODBURY,SA,5092,138.6802,-34.82132
6,460288,MOUNT GAMBIER,SA,5290,140.7645,-37.83984
17,460288,NORTH ADELAIDE,SA,5006,138.5845,-34.91152
26,460288,SE 2 STURT ST GYNAECOLOG,SA,5290,140.7645,-37.83984
55,460288,WOODVILLE SOUTH,SA,5011,NULL,NULL
1,460516,2014012,VIC,3011,144.908,-37.8071
1,460516,BRIGHTON,VIC,3186,144.9963,-37.91507
75,460516,PARKVILLE,VIC,3052,144.9489,-37.789
8,460516,RICHMOND,VIC,3121,145.0018,-37.8233
12,460522,GERALDTON,WA,6530,114.8625,-28.80249
3,460522,MOUNT NASURA,WA,6112,NULL,NULL
10,460522,STIRLING,WA,6021,115.8119,-31.87167
3,460535,CLAYTON,VIC,3168,145.1266,-37.91342
40,460588,ELIZABETH VALE,SA,5112,138.6666,-34.72623
43,460588,GAWLER HEALTH SERVICE,SA,5118,138.7057,-34.58378
56,460588,MODBURY,SA,5092,138.6802,-34.82132
15,460588,NORTH ADELAIDE,SA,5006,138.5845,-34.91152
1,460588,QUEEN ELIZ HOSP,SA,5011,NULL,NULL
2,460596,PARKVILLE,VIC,3052,144.9489,-37.789
2,460605,BALLARAT CENTRAL,VIC,3350,143.8645,-37.57194
2,460624,EPPING,VIC,3076,145.0221,-37.6436
5,460624,GEELONG,VIC,3220,144.3465,-38.15704
20,460624,HEIDELBERG,VIC,3084,145.0827,-37.74441
2,460685,FL 4 MEDICAL ADMINISTRAT,VIC,3350,143.8645,-37.57194
48,460857,ADELAIDE,SA,5000,138.6086,-34.93746
65,460857,ELIZABETH VALE,SA,5112,138.6666,-34.72623
1,460857,GLENELG SOUTH,SA,5045,138.517,-34.97712
1,460857,MILLICENT,SA,5280,140.2608,-37.44918
35,460857,MODBURY,SA,5092,138.6802,-34.82132
4,460857,MOUNT GAMBIER,SA,5290,140.7645,-37.83984
6,460857,NORTH ADELAIDE,SA,5006,138.5845,-34.91152
7,460857,WOODVILLE SOUTH,SA,5011,NULL,NULL
1,460935,HOBART,TAS,7000,147.308,-42.87835
51,460935,ROYAL HOBART HOSPITAL,TAS,7000,147.308,-42.87835
1,461003,ELIZABETH VALE,SA,5112,138.6666,-34.72623
2,461003,FRANKSTON,VIC,3199,145.136,-38.16258
33,461003,HEIDELBERG,VIC,3084,145.0827,-37.74441
1,461003,MODBURY,SA,5092,138.6802,-34.82132
2,461003,SALE,VIC,3850,147.1062,-38.22419
2,461003,WOMENS & CHILDRENS HOSPI,SA,5006,138.5845,-34.91152
2,461003,WOODVILLE SOUTH,SA,5011,NULL,NULL
1,461007,NTH ADELAIDE FAMILY PRAC,SA,5006,138.5845,-34.91152
1,461131,PERTH,WA,6000,115.8599,-31.94876
3,461138,NEW LAMBTON,NSW,2305,151.7065,-32.93022
42,461188,PARKVILLE,VIC,3052,144.9489,-37.789
9,461313,BLACKTOWN,NSW,2148,150.9005,-33.78375
16,461404,GOSFORD,NSW,2250,151.1892,-33.32537
1,461404,NORTH GOSFORD,NSW,2250,151.1892,-33.32537
4,461438,TIWI,NT,0810,130.877,-12.37845
59,461539,ROYAL BRISBANE H,QLD,4029,153.0264,-27.44934
10,461727,GERALDTON,WA,6530,114.8625,-28.80249
6,461727,KALGOORLIE,WA,6430,121.4465,-30.59907
1,461727,MURDOCH,WA,6150,115.8336,-32.06168
9,461727,STIRLING,WA,6021,115.8119,-31.87167
6,461765,BIRTINYA,QLD,4575,153.1195,-26.74204
1,461765,BUDERIM,QLD,4556,153.0498,-26.70038
25,461790,BALLARAT CENTRAL,VIC,3350,143.8645,-37.57194
62,461790,BENDIGO,VIC,3552,NULL,NULL
2,461790,WANGARATTA,VIC,3677,146.3306,-36.35802
3,461824,QEII JUBILEE HOSPITAL,QLD,4108,153.0202,-27.56836
20,461824,ROBINA,QLD,4226,153.4028,-28.06794
38,461824,SOUTH BRISBANE,QLD,4101,153.0097,-27.48425
4,461824,SOUTHPORT,QLD,4215,153.3979,-27.96713
76,461824,SPRINGFIELD,QLD,4300,152.885,-27.68227
6,461824,TOOWOOMBA,QLD,4350,151.8527,-27.57631
1,461887,CLIFTON BEACH,QLD,4879,145.6665,-16.78978
9,461962,IPSWICH,QLD,4305,152.7537,-27.62752
58,461962,SOUTH BRISBANE,QLD,4101,153.0097,-27.48425
41,462067,COOPERS PLAINS,QLD,4108,153.0202,-27.56836
1,462067,PALMERSTON,NT,0831,130.984,-12.48007
1,462088,BUSSELTON,WA,6280,115.3027,-33.72895
1,462119,MILDURA,VIC,3500,142.1542,-34.1931
12,462119,WOLLONGONG,NSW,2500,150.8743,-34.42317
29,462143,BUNDABERG WEST,QLD,4670,152.2979,-24.88776
4,462143,MACKAY,QLD,4740,149.0597,-21.33763
39,462143,TOOWOOMBA,QLD,4350,151.8527,-27.57631
71,462187,BEDFORD PARK,SA,5042,138.575,-35.00734
1,462224,IPSWICH HOSPITAL,QLD,4305,152.7537,-27.62752
84,462224,SOUTH BRISBANE,QLD,4101,153.0097,-27.48425
19,462233,BERWICK,VIC,3806,145.3495,-38.02502
51,462233,GLEN WAVERLEY,VIC,3150,145.1708,-37.87697
5,462233,MOUNT WAVERLEY,VIC,3149,145.1281,-37.88075
20,462294,BOX HILL,VIC,3128,145.1224,-37.82887
1,462294,UPPER FERNTREE G,VIC,3156,145.2929,-37.91793
10,462389,BUNDABERG,QLD,4670,152.2979,-24.88776
27,462389,CLEVELAND,QLD,4163,153.2657,-27.53522
38,462389,DOUGLAS,QLD,4814,146.7547,-19.28582
6,462389,ROCKHAMPTON HOSPITAL,QLD,4700,150.9581,-23.18017
1,462389,WOOLLOONGABBA,QLD,4102,153.0328,-27.49546
20,462413,NEPEAN HOSPITAL,NSW,2747,150.7394,-33.72232
23,462428,ALBANY HEALTH CAMPUS,WA,6330,117.8633,-34.90544
1,462428,STIRLING,WA,6021,115.8119,-31.87167
6,462428,SUBIACO,WA,6008,115.8114,-31.9566
1,462440,LISMORE,NSW,2480,153.2594,-28.70649
1,462665,CHIPPENDALE,NSW,2008,151.1939,-33.89115
19,462685,IPSWICH,QLD,4305,152.7537,-27.62752
2,462750,CAMPERDOWN,NSW,2050,151.176,-33.89037
31,462826,CAIRNS HOSPITAL,QLD,4870,145.7423,-16.92376
14,462826,CLEVELAND,QLD,4163,153.2657,-27.53522
24,462826,MATER ADULTS/WOMEN'S HOS,QLD,4101,153.0097,-27.48425
7,462826,SPRINGFIELD CENT,QLD,4300,152.885,-27.68227
9,462876,BALLARAT,VIC,3350,143.8645,-37.57194
18,462876,CLEVELAND,QLD,4163,153.2657,-27.53522
1,462876,FOOTSCRAY,VIC,3011,144.908,-37.8071
46,462876,MATER HEALTH SERVICES,QLD,4101,153.0097,-27.48425
1,462880,ALL DEPARTMENTS,QLD,4226,153.4028,-28.06794
6,462880,BUNDABERG,QLD,4670,152.2979,-24.88776
30,462880,CABOOLTURE,QLD,4510,152.9603,-27.07018
21,462880,HOSP,QLD,4006,153.1752,-27.36618
1,462969,SYDNEY,NSW,2000,151.2567,-33.85995
1,463023,LISMORE,NSW,2480,153.2594,-28.70649
24,463169,ADELAIDE,SA,5000,138.6086,-34.93746
20,463169,ELIZABETH VALE,SA,5112,138.6666,-34.72623
11,463169,MODBURY,SA,5092,138.6802,-34.82132
11,463169,NORTH ADELAIDE,SA,5006,138.5845,-34.91152
1,463169,O & G,NT,0810,130.877,-12.37845
1,463169,TIWI,NT,0810,130.877,-12.37845
5,463169,WOODVILLE SOUTH,SA,5011,NULL,NULL
8,463230,CAIRNS,QLD,4870,145.7423,-16.92376
11,463230,IPSWICH HOSPITAL WMHHS,QLD,4305,152.7537,-27.62752
16,463230,MATER CHILDREN'S HOSPITA,QLD,4101,153.0097,-27.48425
74,463230,SOUTH BRISBANE,QLD,4101,153.0097,-27.48425
3,463230,SPRINGFIELD CENT,QLD,4300,152.885,-27.68227
1,463230,WOOLLOONGABBA,QLD,4102,153.0328,-27.49546
1,463246,NHULUNBUY,NT,0880,130.8718,-12.37806
4,463246,TIWI,NT,0810,130.877,-12.37845
44,463353,ADELAIDE,SA,5000,138.6086,-34.93746
6,463353,ELIZABETH VALE,SA,5112,138.6666,-34.72623
6,463353,MODBURY,SA,5092,138.6802,-34.82132
36,463353,MOUNT GAMBIER,SA,5290,140.7645,-37.83984
1,463353,NORTH ADELAIDE,SA,5006,138.5845,-34.91152
71,463353,WOODVILLE SOUTH,SA,5011,NULL,NULL
5,463520,GARRAN,ACT,2605,149.0935,-35.33582
4,463520,O AND G,ACT,2617,149.0867,-35.23128
2,463674,RANDWICK,NSW,2031,151.2392,-33.91483
1,463714,BROOKVALE,NSW,2100,151.2578,-33.76641
1,463827,GLEN WAVERLEY,VIC,3150,145.1708,-37.87697
16,463838,BUNDABERG HOSPITAL,QLD,4670,152.2979,-24.88776
17,463838,CLEVELAND,QLD,4163,153.2657,-27.53522
3,463838,THE TOWNSVILLE HOSP,QLD,4814,146.7547,-19.28582
1,463838,TOOWOOMBA,QLD,4350,151.8527,-27.57631
1,463838,VARSITY LAKES,QLD,4227,153.4104,-28.10189
8,463942,ST LEONARDS,NSW,2065,151.1922,-33.82836
50,463955,PARKVILLE,VIC,3052,144.9489,-37.789
4,463955,TIWI,NT,0810,130.877,-12.37845
1,464179,WESTMEAD,NSW,2145,150.9574,-33.8131
1,464549,KARRATHA,WA,6714,116.3499,-21.14506
2,464550,DUDLEY PRIVATE HOSPITAL,NSW,2800,149.1163,-33.23393
1,464550,WESTMEAD,NSW,2145,150.9574,-33.8131
1,464579,FL 2,VIC,3181,144.9955,-37.85468
1,464583,ST LEONARDS,NSW,2065,151.1922,-33.82836
1,464599,NORTH GOSFORD,NSW,2250,151.1892,-33.32537
58,464599,ST LEONARDS,NSW,2065,151.1922,-33.82836
2,464599,WESTMEAD,NSW,2145,150.9574,-33.8131
1,464611,FREMANTLE,WA,6160,115.7545,-32.05407
2,464611,JOONDALUP,WA,6027,115.7564,-31.76335
1,464611,SUBIACO,WA,6008,115.8114,-31.9566
3,464721,BELLA VISTA,NSW,2153,150.9559,-33.73165
23,464721,CAMPBELLTOWN,NSW,2560,150.7684,-34.19422
5,464721,RICHMOND,NSW,2753,150.6461,-33.60402
6,464738,WHYALLA,SA,5600,137.2773,-33.03634
24,464875,BURNIE,TAS,7320,145.8621,-41.08422
14,464875,LATROBE,TAS,7307,146.5736,-41.21049
4,464875,SALE,VIC,3850,147.1062,-38.22419
11,464887,PARKVILLE,VIC,3052,144.9489,-37.789
6,464887,WARRNAMBOOL,VIC,3280,142.4829,-38.37884
1,464947,HORNINGSEA PARK,NSW,2171,150.9709,-33.95962
28,464995,CAIRNS,QLD,4870,145.7423,-16.92376
285,464995,CAIRNS CITY,QLD,4870,145.7423,-16.92376
3,464999,MELBOURNE,VIC,3004,144.9702,-37.84425
32,465046,NAMBOUR,QLD,4560,152.9174,-26.63509
43,465046,SUNNYBANK,QLD,4109,153.0574,-27.57925
102,465147,SOUTH BRISBANE,QLD,4101,153.0097,-27.48425
3,465152,BANKSTOWN,NSW,2200,151.0149,-33.92656
48,465244,ST LEONARDS,NSW,2065,151.1922,-33.82836
1,465249,GEELONG HAND THERAPY PHY,VIC,3220,144.3465,-38.15704
83,466076,ARMADALE,WA,6992,NULL,NULL
26,466076,BALDIVIS,WA,6171,115.8333,-32.32886
14,466076,WAIKIKI,WA,6169,115.7639,-32.3385
1331,466139,CAMPERDOWN,NSW,2050,151.176,-33.89037
5,466139,SYDNEY,NSW,2000,151.2567,-33.85995
1,466171,3 WESTBOURNE ST,NSW,2065,151.1922,-33.82836
1,466209,ASHTONFIELD,NSW,2323,151.6076,-32.75761
277,466209,CAMPBELLTOWN,NSW,2560,150.7684,-34.19422
1,466209,MACKAY,QLD,4740,149.0597,-21.33763
156,466209,OBSTETRICS & GYNAECOLOGY,NSW,2170,150.9214,-33.92839
1,466259,ROYAL CHILDREN'S HOSPITA,VIC,3052,144.9489,-37.789
1,466640,LIVERPOOL,NSW,2170,150.9214,-33.92839
1,466640,ROYAL DARWIN HOSPITAL,NT,0810,130.877,-12.37845
43,466652,ST LEONARDS,NSW,2065,151.1922,-33.82836
2,466681,CASTLETOWN S/C,QLD,4812,146.7877,-19.28663
402,466681,HUGHENDEN,QLD,4821,144.2184,-20.79424
3,466681,HUGHENDEN HEALTH CENTRE,QLD,4821,144.2184,-20.79424
247,466681,ROBINA,QLD,4226,153.4028,-28.06794
160,466681,SOUTHPORT,QLD,4215,153.3979,-27.96713
41,466691,TIWI,NT,0810,130.877,-12.37845
9,466691,TOWNSVILLE HOSPITAL,QLD,4814,146.7547,-19.28582
3,466712,BUNDABERG HOSPITAL,QLD,4670,152.2979,-24.88776
1,466712,CALOUNDRA,QLD,4551,153.0884,-26.82807
42,466712,GLADSTONE,QLD,4680,151.9173,-23.44683
1,466712,HERSTON,QLD,4006,153.1752,-27.36618
86,466712,REDCLIFFE,QLD,4020,153.1064,-27.21436
1,466712,SPRING HILL,QLD,4004,NULL,NULL
1,466748,KEW,VIC,3101,145.0366,-37.8074
149,466829,NORTH ADELAIDE,SA,5006,138.5845,-34.91152
1,466829,TOORAK GARDENS,SA,5065,138.634,-34.94036
1,467357,1-15 DAVEY DR,VIC,3135,145.2482,-37.8196
1,467357,DINGLEY VILLAGE,VIC,3172,145.1346,-37.97598
266,467357,HERSTON,QLD,4006,153.1752,-27.36618
2,467357,MARYBOROUGH HOSPITAL,QLD,4650,152.7913,-25.64098
1,467357,POORAKA,SA,5095,138.6199,-34.82069
1,467357,ROYAL BRISB & WOMEN'S HO,QLD,4006,153.1752,-27.36618
1,467357,ROYAL BRISBANE H,QLD,4029,153.0264,-27.44934
3,467357,SOUTH BRISBANE,QLD,4101,153.0097,-27.48425
1,467357,URANGAN,QLD,4655,152.7837,-25.338
1,467443,SOUTHPORT,QLD,4215,153.3979,-27.96713
1,467578,CHATSWOOD,NSW,2067,151.1771,-33.79838
96,467592,BUNDABERG WEST,QLD,4670,152.2979,-24.88776
1,467592,DALBY,QLD,4405,150.911,-27.3168
21,467592,OBSTETRICS & GYNAECOLOGY,NT,0810,130.877,-12.37845
1,467778,KINGSWOOD,NSW,2747,150.7394,-33.72232
1,467821,EPPING,VIC,3076,145.0221,-37.6436
25,467821,HEIDELBERG,VIC,3084,145.0827,-37.74441
1,467821,NE HEALTH WANGARATTA,VIC,3677,146.3306,-36.35802
2,469029,BAIRNSDALE,VIC,3875,147.5611,-37.67046
2,469029,GEELONG,VIC,3220,144.3465,-38.15704
197,469029,WARRAGUL,VIC,3820,145.9222,-38.20748
5,469102,BERRI,SA,5343,140.5562,-34.32129
13,469102,CAIRNS,QLD,4870,145.7423,-16.92376
1,469102,GLADSTONE,QLD,4680,151.9173,-23.44683
1,469102,MILDURA,VIC,3500,142.1542,-34.1931
2,469228,O & G,WA,6430,121.4465,-30.59907
1,469440,CALVARY MATER HOSPITAL,NSW,2298,151.7222,-32.90563
1,469601,L 2,WA,6005,115.8369,-31.95707
265,469604,BALLARAT CENTRAL,VIC,3350,143.8645,-37.57194
6,469604,LAKE WENDOUREE,VIC,3350,143.8645,-37.57194
5,469604,SOUTH HEDLAND,WA,6722,118.6067,-20.40785
155,469765,CAMPERDOWN,NSW,2050,151.176,-33.89037
2,469867,ADELAIDE,SA,5000,138.6086,-34.93746
4,469867,NORTH ADELAIDE,SA,5006,138.5845,-34.91152
28,469867,WOODVILLE SOUTH,SA,5011,NULL,NULL
2,469988,BATHURST,NSW,2795,149.4744,-33.8208
1,469988,FORBES,NSW,2871,147.8117,-33.47677
142,469988,ORANGE,NSW,2800,149.1163,-33.23393
3,469988,PARKES,NSW,2870,148.1682,-33.0355
1,469994,WESTMEAD PRIVATE HOSPITA,NSW,2145,150.9574,-33.8131
2,470000,BROKEN HILL,NSW,2880,142.2034,-30.17044
1,470326,NHULUNBUY,NT,0880,130.8718,-12.37806
7,470326,TIWI,NT,0810,130.877,-12.37845
1,470620,POORAKA,SA,5095,138.6199,-34.82069
1,470623,EAST MELBOURNE,VIC,3002,144.9822,-37.81852
1,470623,U 1,VIC,3002,144.9822,-37.81852
1,470626,PARKVILLE,VIC,3052,144.9489,-37.789
37,470863,FRANKSTON,VIC,3199,145.136,-38.16258
46,470863,ROSEBUD,VIC,3939,144.9004,-38.42776
18,470998,CAMPERDOWN,NSW,2050,151.176,-33.89037
5,471005,BERRI,SA,5343,140.5562,-34.32129
126,471005,PORT AUGUSTA,SA,5700,137.7031,-32.73576
270,471011,BACCHUS MARSH,VIC,3340,144.3944,-37.78714
32,471011,BUNDOORA,VIC,3083,145.0562,-37.70135
16,471011,FOOTSCRAY,VIC,3011,144.908,-37.8071
3,471011,MELTON,VIC,3337,144.5715,-37.65606
166,471011,SUNBURY,VIC,3429,144.729,-37.56762
2,471011,WALLAN MED/SPECIALIST CT,VIC,3756,144.9566,-37.41233
12,471011,WERRIBEE,VIC,3030,144.6421,-37.91624
1,471061,TERRITORY MEDICAL BAYSID,NT,0820,130.8561,-12.41044
3,471064,BENDIGO,VIC,3550,144.2853,-36.76427
66,471064,SHEPPARTON,VIC,3630,145.4032,-36.38085
524,471097,MARIBYRNONG,VIC,3032,144.8972,-37.77449
1,471097,WERRIBEE,VIC,3030,144.6421,-37.91624
1,471381,ARMADALE,WA,6112,NULL,NULL
90,471397,MOUNT WARRIGAL,NSW,2528,150.8551,-34.54872
1,471397,NOWRA,NSW,2541,150.451,-34.99059
21,471397,WOLLONGONG,NSW,2500,150.8743,-34.42317
1,471447,RINGWOOD EAST,VIC,3135,145.2482,-37.8196
8,471459,MANLY,NSW,2095,151.2947,-33.81548
6,471459,ST LEONARDS,NSW,2065,151.1922,-33.82836
1,471459,WOLLONGONG HOSPITAL,NSW,2500,150.8743,-34.42317
1,471634,SOMERVILLE,VIC,3912,145.2274,-38.21799
5,471800,KINGSWOOD,NSW,2747,150.7394,-33.72232
3,471800,TWEED HEADS,NSW,2485,153.5268,-28.18424
3,471824,WARWICK,QLD,4370,152.0552,-28.25976
5,472256,CHELMER,QLD,4068,152.9769,-27.50691
1,472256,FL 1,QLD,4068,152.9769,-27.50691
467,472256,IPSWICH,QLD,4305,152.7537,-27.62752
2,472256,QUEENSTOWN,TAS,7467,145.5297,-42.09373
4,472259,BUNDABERG,QLD,4670,152.2979,-24.88776
52,472259,DOUGLAS,QLD,4814,146.7547,-19.28582
1,472259,MATER PELVIC HEALTH UNIT,QLD,4812,146.7877,-19.28663
1,472297,ROBERTS RD,WA,6008,115.8114,-31.9566
1,472387,REDLANDS RESIDENT CARE U,QLD,4163,153.2657,-27.53522
1,472525,ARTARMON,NSW,2064,151.1838,-33.81321
3,472624,MURDOCH,WA,6150,115.8336,-32.06168
1,472713,FRANKSTON HOSPITAL,VIC,3199,145.136,-38.16258
5,472713,PARKVILLE,VIC,3052,144.9489,-37.789
9,472837,SUBIACO,WA,6008,115.8114,-31.9566
1,473117,CLAYTON,VIC,3168,145.1266,-37.91342
19,473290,DEE WHY,NSW,2099,151.28,-33.74891
5,473290,FRENCHS FOREST,NSW,2086,151.2292,-33.75185
1,473915,CAMPBELLTOWN,NSW,2560,150.7684,-34.19422
1,473915,CASTLE HILL,NSW,2154,151.0009,-33.73238
17,473915,COOLOONGUP,WA,6168,115.7577,-32.28196
1,473915,CURRIE,TAS,7256,144.1598,-39.83095
42,473915,MIDLAND,WA,6056,116.0261,-31.8384
1,473915,STIRLING,WA,6021,115.8119,-31.87167
10,473915,SUBIACO,WA,6008,115.8114,-31.9566
1,473995,CAMPBELLTOWN,NSW,2560,150.7684,-34.19422
42,473995,LIVERPOOL,NSW,2170,150.9214,-33.92839
1,473995,ROYAL BRISBANE WOMEN'S H,QLD,4006,153.1752,-27.36618
6,474002,BALLARAT CENTRAL,VIC,3350,143.8645,-37.57194
32,474002,PARKVILLE,VIC,3052,144.9489,-37.789
3,474035,FRANKSTON,VIC,3199,145.136,-38.16258
65,474035,HEIDELBERG,VIC,3084,145.0827,-37.74441
1,474184,HEIDELBERG,VIC,3084,145.0827,-37.74441
28,474184,WARRAGUL,VIC,3820,145.9222,-38.20748
13,474247,WEST GIPPSLAND HEALTHCAR,VIC,3820,145.9222,-38.20748
6,474298,GOLD COAST UNIVERSITY HO,QLD,4215,153.3979,-27.96713
5,474298,HERSTON,QLD,4006,153.1752,-27.36618
16,474298,ROCKHAMPTON,QLD,4700,150.9581,-23.18017
6,474323,BALLARAT HEALTH SERVICE,VIC,3350,143.8645,-37.57194
32,474323,PARKVILLE,VIC,3052,144.9489,-37.789
2,474337,EAST BENTLEIGH,VIC,3165,145.0594,-37.92237
1,474478,OCHRE HEALTH MED CTR CAL,QLD,4551,153.0884,-26.82807
1,474545,ALBANY,WA,6330,117.8633,-34.90544
2,474545,CABOOLTURE,QLD,4510,152.9603,-27.07018
1,474545,GOULBURN,NSW,2580,149.7292,-34.72628
1,474566,WARRAGUL,VIC,3820,145.9222,-38.20748
290,474597,EAST TOOWOOMBA,QLD,4350,151.8527,-27.57631
30,474642,HOBART,TAS,7000,147.308,-42.87835
14,474642,LAUNCESTON GENERAL HOSPI,TAS,7250,147.0776,-41.43225
8,474686,PARKVILLE,VIC,3052,144.9489,-37.789
7,474686,ST ALBANS,VIC,3021,144.7967,-37.74336
5,474686,UNIVERSITY HOSP GEELONG,VIC,3220,144.3465,-38.15704
1,474871,BELGIAN GARDENS,QLD,4810,146.7647,-19.22778
1,474871,BURDELL,QLD,4818,146.5403,-19.23794
1,474871,CAIRNS,QLD,4870,145.7423,-16.92376
1,474871,CARINDALE,QLD,4152,153.0968,-27.50135
1,474871,RASMUSSEN,QLD,4815,146.7076,-19.37233
1,474871,ROCKHAMPTON,QLD,4701,150.5575,-23.35494
1,474871,SE 4 MASTERY DENTAL HORN,NSW,2077,151.0975,-33.69192
1,474871,SMITHFIELD,QLD,4878,145.7115,-16.83938
1,474871,STRATHALBYN,SA,5255,138.9759,-35.24854
6,474919,HEIDELBERG,VIC,3084,145.0827,-37.74441
2,474956,LAUNCESTON,TAS,7250,147.0776,-41.43225
1,475016,ADELAIDE,SA,5000,138.6086,-34.93746
24,475016,BEDFORD PARK,SA,5042,138.575,-35.00734
1,475016,NOARLUNGA CENTRE,SA,5168,138.4963,-35.14974
12,475016,NORTH ADELAIDE,SA,5006,138.5845,-34.91152
36,475016,OBSTETRICS & GYNAECOLOGY,NT,0810,130.877,-12.37845
2,475016,WOODVILLE,SA,5011,NULL,NULL
5,475024,BALLARAT CENTRAL,VIC,3350,143.8645,-37.57194
7,475024,DANDENONG,VIC,3175,145.2085,-38.01611
40,475058,CABOOLTURE,QLD,4510,152.9603,-27.07018
2,475066,MARYBOROUGH,QLD,4650,152.7913,-25.64098
1,475083,SOUTH TOOWOOMBA,QLD,4350,151.8527,-27.57631
29,475083,SOUTHPORT,QLD,4215,153.3979,-27.96713
1,475222,KINGSWOOD,NSW,2747,150.7394,-33.72232
3,475238,MILDURA,VIC,3500,142.1542,-34.1931
4,475259,BEDFORD PARK,SA,5042,138.575,-35.00734
1,475259,MOUNT GAMBIER HOSPITAL,SA,5290,140.7645,-37.83984
29,475259,NORTH ADELAIDE,SA,5006,138.5845,-34.91152
19,475259,ROYAL ADELAIDE HOSPITAL,SA,5000,138.6086,-34.93746
1,475259,U 2 STURT ST GYNAECOLOGY,SA,5290,140.7645,-37.83984
1,475348,BUNBURY,WA,6230,115.6492,-33.34108
1,475348,COOLOONGUP,WA,6168,115.7577,-32.28196
1,475348,MOUNT NASURA,WA,6112,NULL,NULL
60,475348,OBSTETRICS/GYNAECOLOGY,WA,6150,115.8336,-32.06168
1,475348,STIRLING,WA,6021,115.8119,-31.87167
15,475348,SUBIACO,WA,6008,115.8114,-31.9566
1,475430,WARRAGUL,VIC,3820,145.9222,-38.20748
2,475513,BROKEN HILL,NSW,2880,142.2034,-30.17044
9,475745,HERSTON,QLD,4006,153.1752,-27.36618
10,475873,BANKSTOWN,NSW,2200,151.0149,-33.92656
3,475873,KINGSWOOD,NSW,2747,150.7394,-33.72232
1,475988,BALLARAT HEALTH SERVICE,VIC,3350,143.8645,-37.57194
1,475988,CLAYTON,VIC,3168,145.1266,-37.91342
1,475988,DANDENONG,VIC,3175,145.2085,-38.01611
79,475991,CABOOLTURE,QLD,4510,152.9603,-27.07018
15,475991,CLEVELAND,QLD,4163,153.2657,-27.53522
1,475991,COOPERS PLAINS,QLD,4108,153.0202,-27.56836
11,475991,TOOWOOMBA HOSPITAL,QLD,4350,151.8527,-27.57631
8,476044,SUBIACO,WA,6008,115.8114,-31.9566
2,476058,MOUNT SHERIDAN,QLD,4868,145.7292,-16.99375
1,476230,HERSTON,QLD,4006,153.1752,-27.36618
2,476230,LOGAN HOSPITAL,QLD,4131,153.1361,-27.66991
1,476230,MATER MOTHERS HOSPITAL,QLD,4101,153.0097,-27.48425
16,476230,QEII JUBILEE HOSPITAL,QLD,4108,153.0202,-27.56836
1,476245,PALMWOODS,QLD,4555,152.9545,-26.6917
40,476246,CLEVELAND,QLD,4163,153.2657,-27.53522
26,476246,COOLOONGUP,WA,6168,115.7577,-32.28196
1,476246,MIDLAND,WA,6056,116.0261,-31.8384
1,476246,SPENCER PARK,WA,6330,117.8633,-34.90544
8,476246,WEST MACKAY,QLD,4740,149.0597,-21.33763
4,476309,ST LEONARDS,NSW,2065,151.1922,-33.82836
1,476415,BURNIE,TAS,7320,145.8621,-41.08422
2,476421,LOGAN HOSPITAL,QLD,4131,153.1361,-27.66991
25,476588,CLEVELAND,QLD,4163,153.2657,-27.53522
1,476588,LOGAN HOSPITAL,QLD,4131,153.1361,-27.66991
23,476605,BUNDABERG HOSPITAL,QLD,4670,152.2979,-24.88776
