procedures,provstem,gp_prov_address_suburb,gp_prov_address_state,gp_prov_address_postcode,lon,lat
156,201522,BILINGA,QLD,4225,153.5173,-28.16879
1,201522,NEPEAN HOSP/P O BOX 63,NSW,2751,NULL,NULL
1,201522,SOUTHPORT,QLD,4215,153.3979,-27.96713
1,201522,SPRING HILL,QLD,4000,153.0221,-27.46839
2,201522,SWAN HILL,VIC,3585,143.3369,-35.34839
9,201522,TUGUN,QLD,4224,153.4893,-28.15022
4,201522,TWEED HEADS DISTRICT HOS,NSW,2485,153.5268,-28.18424
2,201522,WESTMEAD HOSPITAL,NSW,2145,150.9574,-33.8131
701,201641,BERWICK,VIC,3806,145.3495,-38.02502
1,201641,NAMBOUR,QLD,4560,152.9174,-26.63509
1,201641,TARINGA,QLD,4068,152.9769,-27.50691
1,201726,NARWEE,NSW,2209,151.0753,-33.94913
1,201830,WOLLONGONG,NSW,2500,150.8743,-34.42317
2,201836,BANKSTOWN,NSW,2200,151.0149,-33.92656
1,201836,CAMPERDOWN,NSW,2050,151.176,-33.89037
1,201836,DAW PARK,SA,5041,138.5942,-35.00298
2,201836,OBSTETRICS/GYNAECOLOGY,NSW,2145,150.9574,-33.8131
792,201836,SYDNEY,NSW,2000,151.2567,-33.85995
1,201837,CORRIMAL,NSW,2518,150.8867,-34.37365
836,202013,NEDLANDS,WA,6009,115.8047,-31.98579
28,202013,SUBIACO,WA,6008,115.8114,-31.9566
1,202013,WILUNA,WA,6646,121.2149,-25.91272
2,202141,ROYAL PARK HOSPITAL,VIC,3052,144.9489,-37.789
1,202163,HILLARYS,WA,6025,115.7544,-31.79583
1,202217,MEREWETHER,NSW,2291,151.7429,-32.95104
812,202217,PORT MACQUARIE,NSW,2444,152.8725,-31.43961
1,202217,RANKIN PARK,NSW,2287,151.6581,-32.89258
41,202217,WAUCHOPE,NSW,2446,152.4669,-31.38739
1,202487,ROSEBUD,VIC,3939,144.9004,-38.42776
458,202497,BRUCE,ACT,2617,149.0867,-35.23128
1,202546,HAWTHORN,VIC,3122,145.0306,-37.82272
1,202546,KSK 3,VIC,3144,145.0341,-37.85744
88,202546,MALVERN,VIC,3144,145.0341,-37.85744
153,202546,MALVERN EAST,VIC,3145,145.0493,-37.87356
1,202765,ELIZABETH VALE,SA,5112,138.6666,-34.72623
71,202765,KENT TOWN,SA,5067,138.6306,-34.91999
1,202765,MODBURY,SA,5092,138.6802,-34.82132
1,202768,SUBIACO,WA,6008,115.8114,-31.9566
1,202913,ROYAL CHILDRENS HOSP,VIC,3052,144.9489,-37.789
436,203042,ORANGE,NSW,2800,149.1163,-33.23393
1,203088,59 AUGUSTA RD,TAS,7008,147.2933,-42.86193
28,203088,EAST LAUNCESTON,TAS,7250,147.0776,-41.43225
366,203088,HOBART,TAS,7000,147.308,-42.87835
6,203088,LAUNCESTON,TAS,7250,147.0776,-41.43225
1,203165,JOONDALUP,WA,6027,115.7564,-31.76335
1,203305,MOORABBIN,VIC,3189,145.0478,-37.94202
92,203338,ASHFORD,SA,5035,138.5752,-34.95208
2,203338,BEDFORD PARK,SA,5042,138.575,-35.00734
210,203373,BELLA VISTA,NSW,2153,150.9559,-33.73165
462,203373,WAHROONGA,NSW,2076,151.1082,-33.72326
6,203373,WESTMEAD,NSW,2145,150.9574,-33.8131
20,203396,CARINGBAH,NSW,2229,151.1201,-34.05494
33,203396,KOGARAH,NSW,2217,151.1404,-33.97435
273,203396,MIRANDA,NSW,2228,151.1016,-34.03769
1,203396,WESTMEAD,NSW,2145,150.9574,-33.8131
247,203432,ROSE PARK,SA,5067,138.6306,-34.91999
1,203434,MAROUBRA,NSW,2035,151.2413,-33.94564
1175,203482,BENOWA,QLD,4217,153.4122,-28.00878
1,203510,GREENFIELDS,WA,6210,115.7283,-32.55798
1,203510,HOSPITAL,WA,6168,115.7577,-32.28196
1,203510,JOONDALUP,WA,6027,115.7564,-31.76335
475,203510,STIRLING,WA,6021,115.8119,-31.87167
2,203537,BERRI,SA,5343,140.5562,-34.32129
1,203537,LAUNCESTON,TAS,7250,147.0776,-41.43225
49,203537,MILDURA,VIC,3500,142.1542,-34.1931
5,203537,SWAN HILL,VIC,3585,143.3369,-35.34839
1,203537,WARRNAMBOOL,VIC,3280,142.4829,-38.37884
1,203576,BARCALDINE,QLD,4725,145.3635,-23.61057
1,203576,LONGREACH,QLD,4730,143.4025,-23.79071
1,203576,MILES,QLD,4415,150.2051,-26.62734
1033,203576,SPRING HILL,QLD,4000,153.0221,-27.46839
1,203576,WOOLLOONGABBA,QLD,4102,153.0328,-27.49546
4,203765,MITCHAM,VIC,3132,145.1967,-37.81922
2078,203866,NORTH SYDNEY,NSW,2060,151.2046,-33.83986
1,203866,ROYAL PRINCE ALFRED HOSP,NSW,2050,151.176,-33.89037
8,203866,ST LEONARDS,NSW,2065,151.1922,-33.82836
1,203873,DEVONPORT,TAS,7310,146.2394,-41.23735
1,204085,SE 12 MONASH IVF QLD,QLD,4109,153.0574,-27.57925
7,204085,SPRING HILL,QLD,4000,153.0221,-27.46839
163,204085,WOOLLOONGABBA,QLD,4102,153.0328,-27.49546
1,204104,GREENSLOPES,QLD,4120,153.0442,-27.50871
1,204345,BRISBANE,QLD,4000,153.0221,-27.46839
1,204345,JULIA CREEK,QLD,4823,141.2438,-19.21447
30,204345,ROCKHAMPTON,QLD,4700,150.9581,-23.18017
1,204345,SHOP 9,QLD,4163,153.2657,-27.53522
1,204414,MEADOWBROOK,QLD,4131,153.1361,-27.66991
378,204414,SUNNYBANK,QLD,4109,153.0574,-27.57925
23,204424,SEMAPHORE,SA,5019,138.4771,-34.84771
472,204686,BONDI JUNCTION,NSW,2022,151.2451,-33.8964
1,204686,DEAKIN,ACT,2600,149.2011,-35.30291
1,204686,MOSMAN,NSW,2088,151.2433,-33.83069
1,204686,WOODVILLE SOUTH,SA,5011,NULL,NULL
184,204789,AUBURN,NSW,2144,151.0267,-33.85187
2,204789,HAYMARKET,NSW,2000,151.2567,-33.85995
1,204789,HURSTVILLE,NSW,2220,151.1018,-33.96669
391,204836,WESTMEAD,NSW,2145,150.9574,-33.8131
1,204898,93 MAIN ST,NSW,2148,150.9005,-33.78375
12,204898,ROOTY HILL,NSW,2766,150.8508,-33.81039
2,204923,MOUNT ISA,QLD,4825,137.4323,-21.01733
1,204923,UNDERWOOD,QLD,4119,153.1098,-27.6115
1,204923,WAGGA WAGGA,NSW,2650,147.3762,-35.07459
2,204923,WHYALLA,SA,5600,137.2773,-33.03634
2,205336,DANDENONG,VIC,3175,145.2085,-38.01611
7,205336,NORTH MELBOURNE,VIC,3051,144.9436,-37.8006
1,205391,13 MCLEAN PL,QLD,4560,152.9174,-26.63509
1,205391,BRUNSWICK,VIC,3056,144.9601,-37.76629
5,205391,HOBART,TAS,7000,147.308,-42.87835
1,205391,NAMBOUR SELANGOR HOSPITA,QLD,4560,152.9174,-26.63509
4,205391,WHYALLA,SA,5600,137.2773,-33.03634
5,205590,SOUTH BRISBANE,QLD,4101,153.0097,-27.48425
63,205590,SPRING HILL,QLD,4000,153.0221,-27.46839
1,205818,WEMBLEY,WA,6014,115.8082,-31.93639
74,206033,PARKVILLE,VIC,3052,144.9489,-37.789
1,206050,BERWICK,VIC,3806,145.3495,-38.02502
2,206050,COWES,VIC,3922,145.232,-38.48218
3,206050,MALVERN,VIC,3144,145.0341,-37.85744
266,206050,MOUNT WAVERLEY,VIC,3149,145.1281,-37.88075
40,206057,CAIRNS,QLD,4870,145.7423,-16.92376
1,206108,NEDLANDS,WA,6009,115.8047,-31.98579
1,206134,BRIGHT,VIC,3741,147.0632,-36.96231
10,206169,KINGSTON SE,SA,5275,139.9371,-36.61323
229,206169,MOUNT GAMBIER,SA,5290,140.7645,-37.83984
80,206181,KOGARAH,NSW,2217,151.1404,-33.97435
1,206229,LIVERPOOL,NSW,2170,150.9214,-33.92839
82,206254,FOOTSCRAY,VIC,3011,144.908,-37.8071
96,206254,ST ALBANS,VIC,3021,144.7967,-37.74336
1,206254,WERRIBEE,VIC,3030,144.6421,-37.91624
189,206280,WESTMEAD,NSW,2145,150.9574,-33.8131
4,206314,LIVERPOOL,NSW,2170,150.9214,-33.92839
10,206314,SYDNEY,NSW,2000,151.2567,-33.85995
1,206360,LANE COVE,NSW,2066,151.1609,-33.81864
1,206366,ST MARYS MEDICAL CENTRE,TAS,7215,148.2814,-42.31453
1,206434,HINCHINBROOK,NSW,2168,150.8754,-33.91594
487,206434,IPSWICH,QLD,4305,152.7537,-27.62752
8,206434,WESTMEAD,NSW,2145,150.9574,-33.8131
1,206474,PORT KEMBLA,NSW,2505,150.9439,-34.46641
145,206476,WENTWORTHVILLE,NSW,2145,150.9574,-33.8131
214,206488,WARRNAMBOOL,VIC,3280,142.4829,-38.37884
14,206579,CAIRNS,QLD,4870,145.7423,-16.92376
1,206579,CAIRNS CITY,QLD,4870,145.7423,-16.92376
1,206579,CAIRNS NORTH,QLD,4870,145.7423,-16.92376
1,206579,LISMORE,NSW,2480,153.2594,-28.70649
291,206579,PARRAMATTA PARK,QLD,4870,145.7423,-16.92376
56,206605,RANDWICK,NSW,2031,151.2392,-33.91483
354,206866,DARLINGHURST,NSW,2010,151.2123,-33.88412
473,206866,NEWTOWN,NSW,2042,151.1754,-33.90065
50,206866,RANDWICK,NSW,2031,151.2392,-33.91483
2,206866,WOLLSTONECRAFT,NSW,2065,151.1922,-33.82836
16,206876,MANLY,NSW,2095,151.2947,-33.81548
9,206876,ST LEONARDS,NSW,2065,151.1922,-33.82836
12,207146,HAWTHORN,VIC,3122,145.0306,-37.82272
751,207146,MITCHAM,VIC,3132,145.1967,-37.81922
10,207146,WANTIRNA,VIC,3152,145.2217,-37.86495
6,207200,BROOME,WA,6725,122.7538,-18.77337
48,207200,CARNARVON,WA,6701,115.152,-24.73454
3,207200,CLAREMONT,WA,6010,115.7764,-31.97165
18,207200,EXMOUTH,WA,6707,113.9548,-22.26503
1,207200,NEDLANDS,WA,6009,115.8047,-31.98579
9,207200,STIRLING,WA,6021,115.8119,-31.87167
1,207200,SUBIACO,WA,6008,115.8114,-31.9566
30,207474,CARLTON,VIC,3053,144.9661,-37.80357
453,207474,PARKVILLE,VIC,3052,144.9489,-37.789
3,207546,ASHTONFIELD,NSW,2323,151.6076,-32.75761
8,207546,EAST MAITLAND,NSW,2323,151.6076,-32.75761
11,207546,HAMILTON SOUTH,NSW,2303,151.7433,-32.92457
161,207546,MAITLAND,NSW,2320,151.5437,-32.74174
8,207546,MEREWETHER,NSW,2291,151.7429,-32.95104
1,207646,NOARLUNGA CENTRE,SA,5168,138.4963,-35.14974
207,207769,EAST MELBOURNE,VIC,3002,144.9822,-37.81852
110,207830,SOUTH BRISBANE,QLD,4101,153.0097,-27.48425
350,207830,WEST END,QLD,4101,153.0097,-27.48425
7,208157,FRENCHS FOREST,NSW,2086,151.2292,-33.75185
438,208157,MONA VALE,NSW,2103,151.3028,-33.67934
1,208220,L 2,ACT,2600,149.2011,-35.30291
3,208229,HERVEY BAY,QLD,4655,152.7837,-25.338
1,208229,KIRWAN WOMENS HOSPITAL,QLD,4817,146.6523,-19.3105
4,208229,MARYBOROUGH,QLD,4650,152.7913,-25.64098
1,208229,UNDERCLIFFE HOSPITAL,WA,6056,116.0261,-31.8384
111,208229,URRAWEEN,QLD,4655,152.7837,-25.338
1,208277,BELLA VISTA,NSW,2153,150.9559,-33.73165
163,208277,EPPING,NSW,2121,151.0799,-33.77414
537,208431,CAMPBELLTOWN,NSW,2560,150.7684,-34.19422
20,208431,CAMPSIE,NSW,2194,151.1018,-33.9176
8,208431,FAIRFIELD,NSW,2165,150.9475,-33.87244
241,208431,INGLEBURN,NSW,2565,150.8438,-33.99606
4,208495,RANDWICK,NSW,2031,151.2392,-33.91483
1,208531,163 BOAT HARBOUR DR,QLD,4655,152.7837,-25.338
75,208757,EAST MELBOURNE,VIC,3002,144.9822,-37.81852
1,208782,ARMIDALE,NSW,2350,151.9062,-30.4934
1039,208782,BENOWA,QLD,4217,153.4122,-28.00878
1,208782,GOLD COAST HOSP,QLD,4215,153.3979,-27.96713
1,208782,GOULBURN BASE HOSP,NSW,2580,149.7292,-34.72628
1,208782,WEST GLADSTONE,QLD,4680,151.9173,-23.44683
1,208789,,,,NULL,NULL
148,208894,DOUGLAS,QLD,4814,146.7547,-19.28582
561,208894,HYDE PARK,QLD,4812,146.7877,-19.28663
1,209140,BOORAGOON,WA,6154,115.826,-32.04006
22,209161,AUCHENFLOWER,QLD,4066,152.9641,-27.47987
1,209161,BRISBANE,QLD,4000,153.0221,-27.46839
1,209161,GAYTHORNE,QLD,4051,153.0003,-27.42751
54,209283,MIRANDA,NSW,2228,151.1016,-34.03769
1,209289,NEW LAMBTON HEIG,NSW,2305,151.7065,-32.93022
328,209289,NEW LAMBTON HTS,NSW,2305,151.7065,-32.93022
1,209289,WOODRISING,NSW,2284,151.6212,-32.95324
1,209289,WOODRISING SHOPPING CENT,NSW,2284,151.6212,-32.95324
1,209428,EDGECLIFF,NSW,2027,151.2505,-33.86897
3,209482,ATHERTON,QLD,4883,145.4767,-17.33327
200,209482,CAIRNS NORTH,QLD,4870,145.7423,-16.92376
1,209482,KOWANYAMA,QLD,4871,145.9941,-16.93418
1,209482,MANOORA,QLD,4870,145.7423,-16.92376
16,209482,MAREEBA,QLD,4880,145.3831,-16.97234
1,209484,2FL BALLOW CHAMB,QLD,4000,153.0221,-27.46839
1,209554,KEMPSEY DISTRICT HOSPITA,NSW,2440,153.0197,-30.37579
1,209708,MURDOCH,WA,6150,115.8336,-32.06168
2,209738,SUBIACO,WA,6008,115.8114,-31.9566
1,210273,HORNSBY KURINGAI HOSP,NSW,2077,151.0975,-33.69192
1,210273,MATER MISER HOSP,NSW,2065,151.1922,-33.82836
1,210273,NORTH SYDNEY,NSW,2060,151.2046,-33.83986
129,210273,ST LEONARDS,NSW,2065,151.1922,-33.82836
1,210539,4A WATTLE GRV,SA,5052,138.6187,-35.00389
16,210539,BENTLEIGH EAST,VIC,3165,145.0594,-37.92237
69,210539,BERWICK,VIC,3806,145.3495,-38.02502
20,210539,EAST BENTLEIGH,VIC,3165,145.0594,-37.92237
2574,210539,EAST MELBOURNE,VIC,3002,144.9822,-37.81852
1,210539,MALVERN,VIC,3144,145.0341,-37.85744
1,210539,MOUNT BARKER,SA,5251,138.8818,-35.09326
2,210539,RINGWOOD EAST,VIC,3135,145.2482,-37.8196
1,210539,ROYAL ADELAIDE HOSP,SA,5000,138.6086,-34.93746
1,210589,TORQUAY,VIC,3228,144.3,-38.30754
1,210654,1/48 WILLIAMS RD,VIC,3677,146.3306,-36.35802
1,210654,BENDIGO HOSPITAL,VIC,3550,144.2853,-36.76427
333,210654,WARRNAMBOOL,VIC,3280,142.4829,-38.37884
7,210670,FITZROY,VIC,3065,144.9778,-37.80261
1,210674,626 WEST TAMAR HWY,TAS,7277,146.997,-41.36642
172,210674,HOBART,TAS,7000,147.308,-42.87835
1,210674,SORELL,TAS,7172,147.6317,-42.73029
76,210700,BELLA VISTA,NSW,2153,150.9559,-33.73165
1,210700,KINGSWOOD,NSW,2747,150.7394,-33.72232
77,210700,ST LEONARDS,NSW,2065,151.1922,-33.82836
1,210700,SUBIACO,WA,6008,115.8114,-31.9566
79,210700,WAHROONGA,NSW,2076,151.1082,-33.72326
25,210700,WESTMEAD,NSW,2145,150.9574,-33.8131
2,210726,FRANKSTON,VIC,3199,145.136,-38.16258
387,210726,MORNINGTON,VIC,3931,145.0495,-38.23004
429,210742,BANKSTOWN,NSW,2200,151.0149,-33.92656
41,210742,CABRAMATTA,NSW,2166,150.9294,-33.89274
1,210742,FAIRFIELD,NSW,2165,150.9475,-33.87244
1,210742,HORNSBY KU-RING-GAI HOSP,NSW,2077,151.0975,-33.69192
1,210742,LIVERPOOL,NSW,2170,150.9214,-33.92839
1,210742,PENRITH,NSW,2750,150.6786,-33.75548
1,210742,SURFERS PARADISE,QLD,4217,153.4122,-28.00878
1,210742,SYDNEY,NSW,2000,151.2567,-33.85995
1,210795,WANTIRNA,VIC,3152,145.2217,-37.86495
191,210915,PENRITH,NSW,2750,150.6786,-33.75548
2,211013,BERWICK,VIC,3806,145.3495,-38.02502
28,211013,GLEN WAVERLEY,VIC,3150,145.1708,-37.87697
2,211067,GARRAN,ACT,2605,149.0935,-35.33582
2,211213,BEAUDESERT,QLD,4285,152.9751,-28.05698
6,211213,MEADOWBROOK,QLD,4131,153.1361,-27.66991
1,211463,ATHERTON,QLD,4883,145.4767,-17.33327
43,211463,CAIRNS NORTH,QLD,4870,145.7423,-16.92376
6,211463,INNISFAIL,QLD,4860,145.8888,-17.52034
6,211463,MAREEBA,QLD,4880,145.3831,-16.97234
4,211463,MOSSMAN,QLD,4873,145.2991,-16.23085
5,211463,TULLY,QLD,4854,145.8421,-18.02018
3,211465,ELIZABETH VALE,SA,5112,138.6666,-34.72623
455,211666,PARKVILLE,VIC,3052,144.9489,-37.789
1,211704,AUCHENFLOWER,QLD,4066,152.9641,-27.47987
45,211794,KIPPA-RING,QLD,4021,153.0753,-27.2201
16,211794,NORTH LAKES,QLD,4509,NULL,NULL
1,211794,SPRING HILL,QLD,4000,153.0221,-27.46839
1,211844,MORAYFIELD,QLD,4506,152.9363,-27.1284
275,211912,FITZROY,VIC,3065,144.9778,-37.80261
1,212325,NORTH MELBOURNE,VIC,3051,144.9436,-37.8006
1,212331,BRUCE,ACT,2617,149.0867,-35.23128
174,212331,DEAKIN,ACT,2600,149.2011,-35.30291
1,212433,WARRAWONG,NSW,2502,150.8731,-34.49472
1,212622,WELLINGTON ST,WA,6000,115.8599,-31.94876
5,212725,GYMPIE,QLD,4570,152.6169,-26.15383
727,212725,HERSTON,QLD,4006,153.1752,-27.36618
242,213060,HORNSBY,NSW,2077,151.0975,-33.69192
1,213060,WAHROONGA,NSW,2076,151.1082,-33.72326
82,213364,DONCASTER,VIC,3108,145.1258,-37.78643
1,213381,CAMDEN,NSW,2570,150.5253,-34.04291
54,213381,CAMPBELLTOWN,NSW,2560,150.7684,-34.19422
1,213381,KATOOMBA,NSW,2780,150.4356,-33.83292
15,213381,LIVERPOOL,NSW,2170,150.9214,-33.92839
1,213501,111 KING GEORGE ST,VIC,3568,144.1841,-35.80946
69,213501,CARINGBAH,NSW,2229,151.1201,-34.05494
1,213660,RUNAWAY BAY,QLD,4216,153.4194,-27.83935
1,213762,NEDLANDS,WA,6009,115.8047,-31.98579
952,213762,SUBIACO,WA,6008,115.8114,-31.9566
8,213766,LIVERPOOL,NSW,2170,150.9214,-33.92839
1,213802,SUBIACO,WA,6008,115.8114,-31.9566
52,213812,BERWICK,VIC,3806,145.3495,-38.02502
3,213812,MOUNT WAVERLEY,VIC,3149,145.1281,-37.88075
1,213815,FL 1 NORTHTOWN ON THE MA,QLD,4810,146.7647,-19.22778
1,213851,ADELAIDE,SA,5000,138.6086,-34.93746
246,213851,ASHFORD,SA,5035,138.5752,-34.95208
1,213851,TOORAK GARDENS,SA,5065,138.634,-34.94036
3,214126,EAST MELBOURNE,VIC,3002,144.9822,-37.81852
12,214365,ADELAIDE,SA,5000,138.6086,-34.93746
452,214365,TOORAK GARDENS,SA,5065,138.634,-34.94036
1,214390,DOWNEY ST CLINIC,VIC,3714,145.6879,-37.21054
1,214390,HERVEY BAY HOSPITAL,QLD,4655,152.7837,-25.338
14,214419,ALBURY,NSW,2640,147.0266,-36.0162
1,214419,ROYAL DARWIN HOSPITAL,NT,0811,130.8505,-12.3766
395,214419,WODONGA,VIC,3690,146.8644,-36.13572
1,214447,11 ZELITA RD,QLD,4070,152.8711,-27.55994
312,214447,IPSWICH,QLD,4305,152.7537,-27.62752
262,214546,DEAKIN,ACT,2600,149.2011,-35.30291
6,214546,GOULBURN,NSW,2580,149.7292,-34.72628
259,214598,MILDURA,VIC,3500,142.1542,-34.1931
135,214772,WAHROONGA,NSW,2076,151.1082,-33.72326
168,214923,EAST MELBOURNE,VIC,3002,144.9822,-37.81852
2,214932,RANDWICK,NSW,2031,151.2392,-33.91483
1,214965,ALEXANDRIA,NSW,2015,151.1948,-33.91011
9,214965,WENTWORTHVILLE,NSW,2145,150.9574,-33.8131
210,214965,WESTMEAD,NSW,2145,150.9574,-33.8131
1,214988,HEIDELBERG,VIC,3084,145.0827,-37.74441
1,214988,MITCHAM,VIC,3132,145.1967,-37.81922
1,215025,BUNDABERG WEST,QLD,4670,152.2979,-24.88776
44,215025,WOLLONGONG,NSW,2500,150.8743,-34.42317
368,215050,BANKSTOWN,NSW,2200,151.0149,-33.92656
1,215050,CABRAMATTA,NSW,2166,150.9294,-33.89274
1,215050,LIVERPOOL,NSW,2170,150.9214,-33.92839
1,215070,KARRATHA,WA,6714,116.3499,-21.14506
367,215079,NORTH ADELAIDE,SA,5006,138.5845,-34.91152
6,215189,AUBURN,NSW,2144,151.0267,-33.85187
26,215189,WESTMEAD,NSW,2145,150.9574,-33.8131
1,215190,CUNNAMULLA,QLD,4490,145.5963,-28.41805
20,215190,MANLY,NSW,2095,151.2947,-33.81548
56,215190,MONA VALE,NSW,2103,151.3028,-33.67934
1,215249,NORTH ADELAIDE,SA,5006,138.5845,-34.91152
378,215362,BURWOOD,NSW,2134,151.1018,-33.88005
2,215367,BLACKWOOD,SA,5051,138.6204,-35.03377
3,215387,PARKSIDE,SA,5063,138.6215,-34.95433
1,215554,BONDI JUNCTION,NSW,2022,151.2451,-33.8964
3,215687,CARINE,WA,6020,115.7654,-31.8527
1,215687,COLLEGE GROVE,WA,6230,115.6492,-33.34108
1,215687,MARANOA MEDICAL CENTRE,QLD,4455,148.6902,-26.73282
545,215687,MOUNT LAWLEY,WA,6050,115.8719,-31.93057
1,215687,ROMA HOSPITAL,QLD,4455,148.6902,-26.73282
1,215764,WESTMEAD,NSW,2145,150.9574,-33.8131
338,215834,CABOOLTURE,QLD,4510,152.9603,-27.07018
18,215834,EVERTON PARK,QLD,4053,152.9872,-27.39957
1,215834,HERSTON,QLD,4006,153.1752,-27.36618
265,215834,KEDRON,QLD,4031,153.0307,-27.40854
52,215989,STRATHFIELD,NSW,2135,151.0848,-33.88101
130,215989,WESTMEAD,NSW,2145,150.9574,-33.8131
1,216048,WESTMEAD,NSW,2145,150.9574,-33.8131
185,216050,PENRITH,NSW,2750,150.6786,-33.75548
1,216087,GLENELG,SA,5045,138.517,-34.97712
47,216160,PERTH,WA,6000,115.8599,-31.94876
27,216259,ATHERTON,QLD,4883,145.4767,-17.33327
64,216259,CAIRNS NORTH,QLD,4870,145.7423,-16.92376
2,216259,CLAYTON,VIC,3168,145.1266,-37.91342
39,216259,MAREEBA,QLD,4880,145.3831,-16.97234
42,216259,THURSDAY ISLAND,QLD,4875,143.7692,-9.584901
342,216284,HOBART,TAS,7000,147.308,-42.87835
1,216284,WAVERLEY PRIVATE HOSPITA,VIC,3149,145.1281,-37.88075
3,216377,FAIRFIELD,NSW,2165,150.9475,-33.87244
156,216403,FITZROY,VIC,3065,144.9778,-37.80261
1,216541,CHERMSIDE,QLD,4032,153.0195,-27.3856
1,216684,BRISBANE,QLD,4001,NULL,NULL
1,216684,BROOKWATER,QLD,4300,152.885,-27.68227
1,216684,EAST TOOWOOMBA,QLD,4350,151.8527,-27.57631
34,216684,SOUTH BRISBANE,QLD,4101,153.0097,-27.48425
2,216684,TOOWOOMBA,QLD,4350,151.8527,-27.57631
506,216686,BRIGHTON,VIC,3186,144.9963,-37.91507
140,216686,CLAYTON,VIC,3168,145.1266,-37.91342
37,216686,MOORABBIN,VIC,3189,145.0478,-37.94202
24,216686,ST KILDA EAST,VIC,3183,144.999,-37.86907
1,216759,CARINGBAH,NSW,2229,151.1201,-34.05494
199,217077,DEAKIN,ACT,2600,149.2011,-35.30291
1,217077,KATHERINE,NT,0852,133.0647,-14.92267
1,217079,SPRINGVALE,VIC,3171,145.1568,-37.94461
42,217092,FITZROY,VIC,3065,144.9778,-37.80261
19,217092,PARKVILLE,VIC,3052,144.9489,-37.789
159,217092,WILLIAMSTOWN,VIC,3016,144.8885,-37.86374
13,217405,BALLINA,NSW,2478,153.5325,-28.86548
1,217405,HERSTON,QLD,4006,153.1752,-27.36618
378,217405,LISMORE,NSW,2480,153.2594,-28.70649
1,217424,CAMPERDOWN,NSW,2050,151.176,-33.89037
359,217424,NEWTOWN,NSW,2042,151.1754,-33.90065
20,217522,CAMPERDOWN,NSW,2050,151.176,-33.89037
2,217522,DARLINGHURST,NSW,2010,151.2123,-33.88412
2349,217522,RANDWICK,NSW,2031,151.2392,-33.91483
1,217522,WESTMEAD HOSP/OBST/GYNAE,NSW,2145,150.9574,-33.8131
58,218165,BOX HILL,VIC,3128,145.1224,-37.82887
15,218165,RICHMOND,VIC,3121,145.0018,-37.8233
1,218249,GEELONG WEST,VIC,3218,144.331,-38.13873
22,218395,BANKSTOWN,NSW,2200,151.0149,-33.92656
10,218395,CONCORD,NSW,2139,151.0952,-33.83599
2,218395,KOGARAH,NSW,2217,151.1404,-33.97435
3,218497,CLAYTON,VIC,3168,145.1266,-37.91342
56,218497,RICHMOND,VIC,3121,145.0018,-37.8233
2,218497,ST ALBANS,VIC,3021,144.7967,-37.74336
1,218497,ST KILDA EAST,VIC,3183,144.999,-37.86907
254,218604,TOORAK GARDENS,SA,5065,138.634,-34.94036
3,218654,HORNSBY,NSW,2077,151.0975,-33.69192
189,218654,WAHROONGA,NSW,2076,151.1082,-33.72326
2,218759,EAST MELBOURNE,VIC,3002,144.9822,-37.81852
207,218759,FITZROY,VIC,3065,144.9778,-37.80261
26,218832,EASTWOOD,NSW,2122,151.0921,-33.79136
35,218832,WAHROONGA,NSW,2076,151.1082,-33.72326
17,218903,CARINGBAH,NSW,2229,151.1201,-34.05494
100,218903,MIRANDA,NSW,2228,151.1016,-34.03769
13,218905,CABRAMATTA,NSW,2166,150.9294,-33.89274
270,218905,LIVERPOOL,NSW,2170,150.9214,-33.92839
167,219243,ASHFIELD,NSW,2131,151.124,-33.8876
25,219265,BARTON,ACT,2600,149.2011,-35.30291
244,219265,BRUCE,ACT,2617,149.0867,-35.23128
5,219265,GOULBURN,NSW,2580,149.7292,-34.72628
326,219339,COFFS HARBOUR,NSW,2450,152.6583,-30.09773
3,219339,NEW LAMBTON HEIG,NSW,2305,151.7065,-32.93022
75,219339,SOUTH GRAFTON,NSW,2460,153.2711,-29.32077
299,219355,CAMPBELLTOWN,NSW,2560,150.7684,-34.19422
1,219355,KATOOMBA,NSW,2780,150.4356,-33.83292
1,219355,NOOSAVILLE,QLD,4566,153.0474,-26.41173
4,219356,SOUTHPORT,QLD,4215,153.3979,-27.96713
14,219372,CAMPBELLTOWN,SA,5074,138.6693,-34.88423
187,219372,ST MORRIS,SA,5068,138.655,-34.9226
5,219372,TOORAK GARDENS,SA,5065,138.634,-34.94036
4,219411,EAST BRISBANE,QLD,4169,153.041,-27.48418
6,219411,G,QLD,4000,153.0221,-27.46839
15,219411,SOUTH BRISBANE,QLD,4101,153.0097,-27.48425
395,219424,ASHFORD,SA,5035,138.5752,-34.95208
28,219582,EDGECLIFF,NSW,2027,151.2505,-33.86897
2,219582,L 2,NSW,2000,151.2567,-33.85995
2,219582,RANDWICK,NSW,2031,151.2392,-33.91483
2,219643,THE JUNCTION,NSW,2291,151.7429,-32.95104
1,219698,WEMBLEY,WA,6014,115.8082,-31.93639
206,220022,NORTH ADELAIDE,SA,5006,138.5845,-34.91152
2,220022,WOMEN'S & CHILDREN'S HOS,SA,5006,138.5845,-34.91152
288,220062,BIRTINYA,QLD,4575,153.1195,-26.74204
1,220062,NAMBOUR,QLD,4560,152.9174,-26.63509
5,220087,BRIGHTON,VIC,3186,144.9963,-37.91507
37,220087,EAST MELBOURNE,VIC,3002,144.9822,-37.81852
